Zona_Origen,Poblacion_Origen,Zona_Destino,Usa_Transporte_Publico,Parada_Origen,Parada_Destino,Tiempo_Acceso_Minutos,Tiempo_Salida_Minutos,Distancia_Acceso_Metros,Distancia_Salida_Metros,Fuente_Datos_Acceso,Fuente_Datos_Salida,Tiempo_Viaje_Total_Minutos,Tiempo_Trayecto_Minutos,Numero_Transbordos,Distancia_Viaje_Total_Km,Distancia_Trayecto_Km,Tiempo_Espera_Transbordo_Minutos,Frecuencia_Servicio,Tiempo_Acceso_Original,Tiempo_Salida_Original,Distancia_Acceso_Original_Km,Distancia_Salida_Original_Km,Tiempo_Viaje_Original_Minutos,Tiempo_Total_Puerta_a_Puerta_Minutos,Verificacion_Tiempo_Total
34,934.0,727,True,1479.0,1375.0,5.13797641375,1.63998025625,411.0381131,131.1984205,Calculado,Calculado,16.85795667,10.08,0.0,7.268,6.871,0.0,48.0,4.68,1.28,0.312,0.086,16.05,16.85795667,16.85795667
35,5.0,726,True,1564.0,197.0,20.7173559775,1.76225622625,1657.3884782,140.9804981,Calculado,Calculado,49.62961220375,27.15,0.0,14.338,13.632,0.0,27.0,9.0,1.58,0.601,0.105,37.73,49.62961220375,49.62961220375
36,1543.0,713,True,1018.0,1689.0,6.0871684075,0.7462701862500001,486.9734726,59.7016149,Calculado,Calculado,8.93343859375,2.1,0.0,2.049,1.622,0.0,50.0,5.93,0.48,0.396,0.032,8.52,8.93343859375,8.93343859375
37,1909.0,505,True,637.0,251.0,4.11514505625,3.48591390375,329.2116045,278.8731123,Calculado,Calculado,35.53105896,27.93,1.0,21.996,21.62,0.02,41.0,2.15,3.5,0.143,0.233,33.58,35.53105896,35.551058960000006
38,81.0,716,True,1392.0,1078.0,7.495646618749999,0.91846033625,599.6517295,73.4768269,Calculado,Calculado,15.864106954999999,7.45,0.0,4.738,4.405,0.0,65.0,4.05,0.93,0.27,0.062,12.43,15.864106954999999,15.864106954999999
39,32.0,716,True,1529.0,1078.0,4.746733186249999,0.91846033625,379.7386549,73.4768269,Calculado,Calculado,24.1151935225,18.45,0.0,12.278,11.949,0.0,31.0,4.02,0.93,0.267,0.062,23.4,24.1151935225,24.1151935225
40,20.0,726,True,1340.0,197.0,8.75249743375,1.76225622625,700.1997947,140.9804981,Calculado,Calculado,43.334753660000004,32.82,0.0,11.659,11.355,0.0,5.0,2.98,1.58,0.199,0.105,37.38,43.334753660000004,43.334753660000004
41,247.0,717,True,890.0,249.0,2.22072758625,1.52,177.6582069,101.0,Calculado,Mapeado,18.620727586250002,14.88,0.0,9.118,8.852,0.0,32.0,2.48,1.52,0.165,0.101,18.88,18.620727586250002,18.620727586250002
42,1245.0,716,True,1523.0,1078.0,3.34813628,0.91846033625,267.8509024,73.4768269,Calculado,Calculado,27.896596616249997,23.63,0.0,17.053,16.879,0.0,31.0,1.67,0.93,0.111,0.062,26.23,27.896596616249997,27.896596616249997
43,25409.0,732,True,827.0,2049.0,0.4815452999999999,1.4382949875,38.523624,115.063599,Calculado,Calculado,4.1998402875,2.28,0.0,0.99,0.824,0.0,43.0,0.87,1.63,0.058,0.108,4.78,4.1998402875,4.1998402875
44,76.0,726,True,1334.0,197.0,1.6109668549999998,1.76225622625,128.8773484,140.9804981,Calculado,Calculado,40.223223081250005,36.85,0.0,13.732,13.509,0.0,5.0,1.78,1.58,0.119,0.105,40.22,40.223223081250005,40.223223081250005
45,35.0,739,True,1422.0,1425.0,8.7827784675,7.551894625,702.6222774,604.15157,Calculado,Calculado,17.5046730925,1.17,0.0,3.886,3.22,0.0,23.0,7.82,2.17,0.521,0.144,11.15,17.5046730925,17.5046730925
46,7.0,512,True,698.0,339.0,10.02550770625,0.07783910375,802.0406165,6.2271283,Calculado,Calculado,31.62334681,21.52,0.0,13.922,13.597,0.0,16.0,4.38,0.5,0.292,0.034,26.4,31.62334681,31.62334681
47,487.0,726,True,1567.0,197.0,1.6271509600000005,1.76225622625,130.1720768,140.9804981,Calculado,Calculado,27.309407186250002,23.92,0.0,11.716,11.483,0.0,27.0,1.92,1.58,0.128,0.105,27.42,27.309407186250002,27.309407186250002
48,544.0,740,True,337788.0,505.0,27.7247168225,2.124353215,2217.9773458,169.9482572,Calculado,Calculado,32.1990700375,2.35,0.0,2.981,2.018,0.0,18.0,12.48,1.95,0.833,0.13,16.78,32.1990700375,32.1990700375
49,33744.0,726,True,196.0,197.0,4.25314280625,1.76225622625,340.2514245,140.9804981,Calculado,Calculado,7.0353990325,1.02,0.0,0.861,0.596,0.0,121.0,2.38,1.58,0.159,0.105,4.98,7.0353990325,7.0353990325
50,900.0,726,True,1361.0,184.0,4.864256125,1.93204646625,389.14049,154.5637173,Calculado,Calculado,10.61630259125,3.82,0.0,2.356,1.999,0.0,75.0,3.5,1.83,0.233,0.123,9.15,10.61630259125,10.61630259125
51,66.0,726,True,1336.0,197.0,2.8883379062500003,1.76225622625,231.0670325,140.9804981,Calculado,Calculado,39.900594132500004,35.25,0.0,12.997,12.727,0.0,5.0,2.48,1.58,0.165,0.105,39.32,39.900594132500004,39.900594132500004
52,608.0,737,True,2109.0,40.0,0.4082983462499999,19.18167633875,32.6638677,1534.5341071,Calculado,Calculado,32.419974685,12.83,0.0,8.598,8.027,0.0,30.0,0.2,8.37,0.014,0.558,21.4,32.419974685,32.419974685
53,48.0,731,True,1109.0,1108.0,12.05358385875,5.1048154875,964.2867087,408.385239,Calculado,Calculado,18.23839934625,1.08,0.0,1.674,0.775,0.0,32.0,8.17,5.33,0.544,0.355,14.58,18.23839934625,18.23839934625
54,365.0,716,True,1536.0,1078.0,0.86095978875,0.91846033625,68.8767831,73.4768269,Calculado,Calculado,11.109420125,9.33,0.0,5.893,5.777,0.0,60.0,0.82,0.93,0.055,0.062,11.08,11.109420125,11.109420125
55,53.0,716,True,331603.0,1078.0,35.40212754125,0.91846033625,2832.1702033,73.4768269,Calculado,Calculado,48.420587877500004,12.1,0.0,8.343,7.222,0.0,43.0,15.88,0.93,1.058,0.062,28.92,48.420587877500004,48.420587877500004
56,58.0,727,True,2232.0,1997.0,1.21346450125,2.2235530875,97.0771601,177.884247,Calculado,Calculado,26.33701758875,22.9,0.0,12.634,12.375,0.0,15.0,1.55,2.35,0.103,0.157,26.8,26.33701758875,26.33701758875
57,512.0,728,True,149.0,151.0,1.08883795875,1.6741110225,87.1070367,133.9288818,Calculado,Calculado,4.49294898125,1.73,0.0,1.206,1.07,0.0,17.0,0.9,1.15,0.06,0.077,3.78,4.49294898125,4.49294898125
58,6159.0,726,True,179.0,197.0,5.12855934625,1.76225622625,410.2847477,140.9804981,Calculado,Calculado,14.1708155725,7.28,0.0,4.578,4.171,0.0,53.0,4.52,1.58,0.301,0.105,13.38,14.1708155725,14.1708155725
59,30.0,729,True,999.0,1446.0,43.77141175625,5.18588491375,3501.7129405,414.8707931,Calculado,Calculado,64.00729667,15.05,0.0,11.115,9.71,0.0,15.0,16.57,4.5,1.105,0.3,36.12,64.00729667,64.00729667
60,925.0,515,True,25.0,26.0,14.63580756375,0.28810997125,1170.8646051,23.0487977,Calculado,Calculado,16.943917535,2.02,0.0,1.51,0.755,0.0,70.0,10.92,0.42,0.728,0.027,13.35,16.943917535,16.943917535
61,1185.0,515,True,2150.0,26.0,1.05851567875,0.28810997125,84.6812543,23.0487977,Calculado,Calculado,14.21662565,12.87,0.0,3.858,3.773,0.0,28.0,0.87,0.42,0.058,0.027,14.15,14.21662565,14.21662565
62,2381.0,740,True,1676.0,502.0,12.14552100375,1.58106478375,971.6416803,126.4851827,Calculado,Calculado,15.676585787499999,1.95,0.0,1.746,0.941,0.0,17.0,10.42,1.65,0.695,0.11,14.02,15.676585787499999,15.676585787499999
63,3761.0,740,True,1677.0,502.0,14.280468250000002,1.58106478375,1142.43746,126.4851827,Calculado,Calculado,23.28153303375,7.42,0.0,3.46,3.237,0.0,22.0,1.68,1.65,0.113,0.11,10.75,23.28153303375,23.28153303375
64,30.0,726,True,1348.0,197.0,53.8101867725,1.76225622625,4304.8149418,140.9804981,Calculado,Calculado,70.82244299875,15.25,0.0,8.866,6.635,0.0,42.0,31.9,1.58,2.126,0.105,48.73,70.82244299875,70.82244299875
65,45.0,716,True,1394.0,1078.0,5.4229442325,0.91846033625,433.8355386,73.4768269,Calculado,Calculado,10.46140456875,4.12,0.0,3.019,2.532,0.0,65.0,6.37,0.93,0.424,0.062,11.42,10.46140456875,10.46140456875
66,50.0,716,True,1388.0,1078.0,1.8441773825,0.91846033625,147.5341906,73.4768269,Calculado,Calculado,15.59263771875,12.83,0.0,8.74,8.587,0.0,30.0,1.35,0.93,0.09,0.062,15.12,15.59263771875,15.59263771875
67,43.0,716,True,2174.0,1078.0,30.140410107500003,0.91846033625,2411.2328086,73.4768269,Calculado,Calculado,56.588870443750004,25.53,0.0,19.1,18.178,0.0,34.0,12.88,0.93,0.859,0.062,39.35,56.588870443750004,56.588870443750004
68,28.0,729,True,1490.0,1446.0,37.09289674875,5.18588491375,2967.4317399,414.8707931,Calculado,Calculado,78.32878166249999,36.05,0.0,25.71,24.697,0.0,15.0,10.7,4.5,0.713,0.3,51.25,78.32878166249999,78.32878166249999
69,10312.0,728,True,61.0,128.0,0.8653357937499999,3.70650770625,69.2268635,296.5206165,Calculado,Calculado,11.3018435,6.73,0.0,3.751,3.455,0.0,18.0,0.82,3.62,0.055,0.241,11.17,11.3018435,11.3018435
